counterbalancing_condition,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,instr_done_touch.clicked_name,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_touch.clicked_name,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.001,,,,,,,,0.001,0,,,,,,304,NW,"ID",16,cludie,CLUDIE,z,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,53,53,303,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.024,,,,,,,,0.024,1,,,,,,205,WORD,UN,16,tailor,LOUNGE,m,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,54,54,204,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.1,,,,,,,,0.1,0,,,,,,174,WORD,UN,33,fabric,TURKEY,m,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,55,55,173,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.151,,,,,,,,0.151,1,,,,,,235,WORD,UN,16,pirate,GRUMPY,m,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,56,56,234,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.101,,,,,,,,0.101,1,,,,,,246,NW,"ID",33,piaton,PIATON,z,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,57,57,245,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.107,,,,,,,,0.107,0,,,,,,403,NW,UN,33,cluirm,BRUATS,z,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,58,58,402,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.002,,,,,,,,0.002,0,,,,,,348,NW,"ID",16,dumple,DUMPLE,z,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,59,59,347,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.003,,,,,,,,0.003,1,,,,,,74,WORD,"ID",16,plaque,PLAQUE,m,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,60,60,73,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.003,,,,,,,,0.003,0,,,,,,409,NW,UN,33,tunory,ELOPIA,z,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,61,61,408,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.101,,,,,,,,0.101,0,,,,,,51,WORD,"ID",33,hungry,HUNGRY,m,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,62,62,50,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.117,,,,,,,,0.117,0,,,,,,374,NW,UN,33,yorque,SLIANT,z,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,63,63,373,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.158,,,,,,,,0.158,0,,,,,,149,WORD,UN,33,random,INVADE,m,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,64,64,148,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.084,,,,,,,,0.084,0,,,,,,293,NW,"ID",33,swance,SWANCE,z,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,65,65,292,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.017,,,,,,,,0.017,1,,,,,,208,WORD,UN,16,search,HOCKEY,m,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,66,66,207,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.002,,,,,,,,0.002,1,,,,,,43,WORD,"ID",33,tongue,TONGUE,m,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,67,67,42,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.117,,,,,,,,0.117,1,,,,,,276,NW,"ID",33,yarmon,YARMON,z,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,68,68,275,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.117,,,,,,,,0.117,0,,,,,,319,NW,"ID",16,zomber,ZOMBER,z,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,69,69,318,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.099,,,,,,,,0.099,0,,,,,,234,WORD,UN,16,lumber,CLUMSY,m,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,70,70,233,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.134,,,,,,,,0.134,0,,,,,,349,NW,"ID",16,asylen,ASYLEN,z,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,71,71,348,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.122,,,,,,,,0.122,1,,,,,,360,NW,"ID",16,desory,DESORY,z,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,72,72,359,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.023,,,,,,,,0.023,1,,,,,,308,NW,"ID",16,psetch,PSETCH,z,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,73,73,307,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.024,,,,,,,,0.024,0,,,,,,99,WORD,"ID",16,fluent,FLUENT,m,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,74,74,98,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.008,,,,,,,,0.008,0,,,,,,114,WORD,"ID",16,placid,PLACID,m,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,75,75,113,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.018,,,,,,,,0.018,1,,,,,,344,NW,"ID",16,scrily,SCRILY,z,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,76,76,343,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.117,,,,,,,,0.117,0,,,,,,480,NW,UN,16,knisma,ROBULY,z,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,77,77,479,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.051,,,,,,,,0.051,1,,,,,,218,WORD,UN,16,bucket,SHRINK,m,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,78,78,217,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.038,,,,,,,,0.038,1,,,,,,395,NW,UN,33,flengy,COLURY,z,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,79,79,394,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.286,,,,,,,,0.286,1,,,,,,477,NW,UN,16,acrise,PHOTIE,z,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,80,80,476,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.189,,,,,,,,0.189,1,,,,,,215,WORD,UN,16,behalf,PHOBIA,m,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,81,81,214,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.071,,,,,,,,0.071,1,,,,,,111,WORD,"ID",16,induce,INDUCE,m,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,82,82,110,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.034,,,,,,,,0.034,0,,,,,,383,NW,UN,33,guesco,AUNGRE,z,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,83,83,382,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.125,,,,,,,,0.125,0,,,,,,134,WORD,UN,33,import,STAPLE,m,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,84,84,133,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.12,,,,,,,,0.12,1,,,,,,10,WORD,"ID",33,ethnic,ETHNIC,m,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,85,85,9,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.025,,,,,,,,0.025,1,,,,,,24,WORD,"ID",33,praise,PRAISE,m,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,86,86,23,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.077,,,,,,,,0.077,0,,,,,,45,WORD,"ID",33,clergy,CLERGY,m,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,87,87,44,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.016,,,,,,,,0.016,0,,,,,,207,WORD,UN,16,hockey,WREATH,m,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,88,88,206,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.067,,,,,,,,0.067,0,,,,,,122,WORD,UN,33,strike,LINGER,m,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,89,89,121,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.168,,,,,,,,0.168,0,,,,,,399,NW,UN,33,wearox,FOURET,z,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,90,90,398,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.043,,,,,,,,0.043,0,,,,,,132,WORD,UN,33,bleach,STRONG,m,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,91,91,131,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.138,,,,,,,,0.138,1,,,,,,468,NW,UN,16,padifs,WICTOR,z,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,92,92,467,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.102,,,,,,,,0.102,1,,,,,,173,WORD,UN,33,turkey,SHOWER,m,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,93,93,172,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.068,,,,,,,,0.068,1,,,,,,254,NW,"ID",33,varosh,VAROSH,z,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,94,94,253,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.002,,,,,,,,0.002,0,,,,,,78,WORD,"ID",16,column,COLUMN,m,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,95,95,77,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.09,,,,,,,,0.09,1,,,,,,158,WORD,UN,33,detail,ISLAND,m,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,96,96,157,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.121,,,,,,,,0.121,0,,,,,,66,WORD,"ID",16,gospel,GOSPEL,m,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,97,97,65,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.124,,,,,,,,0.124,1,,,,,,229,WORD,UN,16,fringe,MOTHER,m,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,98,98,228,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.084,,,,,,,,0.084,0,,,,,,165,WORD,UN,33,starch,INVEST,m,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,99,99,164,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.101,,,,,,,,0.101,1,,,,,,21,WORD,"ID",33,simple,SIMPLE,m,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,100,100,20,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.05,,,,,,,,0.05,1,,,,,,420,NW,UN,33,pauche,GUSHOP,z,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,101,101,419,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.058,,,,,,,,0.058,1,,,,,,164,WORD,UN,33,invest,MARKET,m,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,102,102,163,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.083,,,,,,,,0.083,0,,,,,,393,NW,UN,33,spaqux,GANOUS,z,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,103,103,392,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.049,,,,,,,,0.049,1,,,,,,195,WORD,UN,16,credit,RESIGN,m,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,104,104,194,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.005,,,,,,,,0.005,1,,,,,,181,WORD,UN,16,winter,GLANCE,m,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,105,105,180,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.131,,,,,,,,0.131,1,,,,,,416,NW,UN,33,earoud,PATHEL,z,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,106,106,415,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.042,,,,,,,,0.042,0,,,,,,275,NW,"ID",33,sleirt,SLEIRT,z,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,107,107,274,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.002,,,,,,,,0.002,0,,,,,,465,NW,UN,16,hocite,WHIVEX,z,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,108,108,464,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.118,,,,,,,,0.118,0,,,,,,98,WORD,"ID",16,belong,BELONG,m,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,109,109,97,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.05,,,,,,,,0.05,0,,,,,,337,NW,"ID",16,rejols,REJOLS,z,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,110,110,336,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.137,,,,,,,,0.137,0,,,,,,119,WORD,"ID",16,spider,SPIDER,m,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,111,111,118,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.075,,,,,,,,0.075,1,,,,,,123,WORD,UN,33,enough,STRIKE,m,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,112,112,122,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.186,,,,,,,,0.186,1,,,,,,94,WORD,"ID",16,travel,TRAVEL,m,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,113,113,93,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.171,,,,,,,,0.171,0,,,,,,406,NW,UN,33,suiver,NOUPLY,z,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,114,114,405,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.102,,,,,,,,0.102,1,,,,,,318,NW,"ID",16,reagly,REAGLY,z,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,115,115,317,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.004,,,,,,,,0.004,1,,,,,,366,NW,UN,33,slique,TOSHEL,z,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,116,116,365,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.005,,,,,,,,0.005,1,,,,,,338,NW,"ID",16,wreash,WREASH,z,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,117,117,337,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.039,,,,,,,,0.039,0,,,,,,260,NW,"ID",33,unject,UNJECT,z,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,118,118,259,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.205,,,,,,,,0.205,1,,,,,,30,WORD,"ID",33,orient,ORIENT,m,,,,,,,-0.201822917,-0.376302083,0,0,0,,0,119,119,29,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.157,,,,,,,,0.157,0,,,,,,41,WORD,"ID",33,spring,SPRING,m,,,,,,,-0.02734375,-0.3984375,1,0,0,,0,120,120,40,1,break_done_button,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,1.803,,,,,,,,1.803,0,,,,,,351,NW,"ID",16,tiesch,TIESCH,z,,,,,,,0.19921875,-0.317708333,0,0,0,,0,121,121,350,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.367,,,,,,,,0.367,1,,,,,,216,WORD,UN,16,liquor,BEHALF,m,,,,,,,0.19921875,-0.317708333,0,0,0,,0,122,122,215,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.468,,,,,,,,0.468,0,,,,,,424,NW,UN,16,urivel,PRAILE,z,,,,,,,0.192708333,-0.319010417,0,0,0,,0,123,123,423,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.092,,,,,,,,0.092,0,,,,,,421,NW,UN,16,alcoud,KNISMA,z,,,,,,,0.192708333,-0.319010417,0,0,0,,0,124,124,420,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.002,,,,,,,,0.002,0,,,,,,427,NW,UN,16,tandly,SCHIND,z,,,,,,,0.192708333,-0.319010417,0,0,0,,0,125,125,426,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.123,,,,,,,,0.123,0,,,,,,85,WORD,"ID",16,sprawl,SPRAWL,m,,,,,,,0.192708333,-0.319010417,0,0,0,,0,126,126,84,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.088,,,,,,,,0.088,0,,,,,,433,NW,UN,16,pitrom,DRANCE,z,,,,,,,0.192708333,-0.319010417,0,0,0,,0,127,127,432,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.086,,,,,,,,0.086,1,,,,,,415,NW,UN,33,pathel,HIGSTA,z,,,,,,,0.192708333,-0.319010417,0,0,0,,0,128,128,414,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.083,,,,,,,,0.083,0,,,,,,362,NW,UN,33,breali,TIREAU,z,,,,,,,0.192708333,-0.319010417,0,0,0,,0,129,129,361,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.135,,,,,,,,0.135,0,,,,,,211,WORD,UN,16,verify,INFECT,m,,,,,,,0.192708333,-0.319010417,0,0,0,,0,130,130,210,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.084,,,,,,,,0.084,1,,,,,,226,WORD,UN,16,flower,CASINO,m,,,,,,,0.192708333,-0.319010417,0,0,0,,0,131,131,225,1,,
